求人ID,自社ID,賞与,給与,仕事内容
112047,,"【派遣募集中☆★】年齢・経験不問！！マイカー通勤可能な保育園でのお仕事です♪","時給1,000円～","
昇給,交通費支給,駐車場あり,年末年始休暇,夏季休暇,慶弔休暇"
112048,,【☆★保育士急募★☆】マイカー通勤OK！経験不問です♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112050,,☆駅チカ☆綺麗な保育園での派遣のお仕事です！,"時給1,000円以上～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112051,,"マイカー通勤可能☆★予定が組みやすい固定勤務！派遣の求人です(^^)?","時給1,000円以上~","
昇給,交通費支給,駐車場あり,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112052,,"安心のシフト勤務！マイカー通勤可能☆★パートの求人です(^^)?",時給900円以上~,"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112053,,正社員として働きたい方募集中♪　賞与4.4ヶ月分の好条件な保育園です。,16万～,"年2回　4.4カ月分
賞与,昇給,交通費支給,年末年始休暇"
112054,,フルタイムパートの先生を募集しています?(*^_^*),900円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112055,,★☆年齢・経験不問☆★週5日勤務のパートのお仕事です?,お問い合わせください,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112056,,"年齢不問！高給与！！マイカー通勤可能！！！",月給17万円以上～,"年4ヶ月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112057,,"年齢・経験不問！高時給！！マイカー通勤可能！！！","時給1,000円以上～","
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112058,,"年齢・経験は問いません！！マイカー通勤可能★☆保育補助のお仕事です(^^)//",時給900円以上~,"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112059,,【人気の駅チカ求人★☆】マイカー通勤OK！保育補助のお仕事です(^^)//,時給850円以上~,"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112060,,【人気の駅チカ求人★☆】マイカー通勤OK！高時給が魅力の園です(^^)//,"時給1,000円以上~","
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112061,,決算賞与有り！各種手当て充実！勤務地も自由に選べます！,"185,000円以上～]","年2回、別途決算賞与支給の場合あり
賞与,昇給,退職金,交通費支給,寮あり,年末年始休暇,夏季休暇,育児休暇,産前産後休暇,慶弔休暇"
112062,,保育園で、正社員の先生を募集中です！！?,"176,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112063,,保育園で、パートの先生を募集中です！！?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112064,,保育園で、パートの先生を募集中です！！?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112065,,＊経験者歓迎＊マイカー通勤OK(*´ω｀*)残業なし！保育士大募集(^^♪,時給900円～,"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112066,,"駅から徒歩10分以内！正職員の先生を募集しております? ","187,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112067,,"駅から徒歩10分以内！フルタイムパートの先生を募集しております? ",950円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112068,,"駅から徒歩10分以内！パートの先生を募集しております? ",950円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112069,,"土日祝日で、勤務日数においても相談可能です！","時給1,000円～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112070,,駅徒歩1分の駅近★☆ラクラク通勤の保育園です！,日給7000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112071,,駐車場無料♪派遣で土日祝休みのお仕事です。,1000円～,"
昇給,交通費支給,駐車場あり,年末年始休暇,産前産後休暇,慶弔休暇"
112072,,【超駅近!！】駅徒歩1分の駅近★☆ラクラク通勤の保育園です！,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112073,,嬉しい土日祝休み！高時給の魅力の一つ☆★ブランクは問いません(^^)//,時給950円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112074,,ブランクは問いません(^^)//正職員の先生を募集しています?,"180,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112075,,広々としておしゃれな保育園♪パートのお仕事してみませんか？(#^.^#),時給900円以上~,"
昇給,交通費支給,年末年始休暇,産前産後休暇"
112076,,"【急募!!】 派遣から正社員登用のチャンス有☆ 経験者大歓迎です♪",時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112077,,"【急募！！】16時30まで♪パートでのお仕事です!!　家事との両立も可能な時間帯でお仕事スタートしませんか？♪",時給765円以上～（早朝、延長時給1100以上～),"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112078,,※急募※【人気の駅チカ求人★☆】短時間勤務OK！！保育補助のお仕事ですので、お問い合わせはお早めに(^^)//,時給900円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112079,,※正社員急募※【人気の駅チカ求人★☆】もちろん社保完備！！シフト制！！お問い合わせはお早めに(^^)//,"時給184,000円以上~","お問い合わせください
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112080,,"正社員です！・（パートも都合に合わせて4時間から勤務可能です♪）","短大卒 16,8万円~　4大卒 17万円~ パート時給：900~950スタート","
昇給,交通費支給,年末年始休暇"
112081,,"マイカー通勤も可能♪正社員で担任のお仕事です☆","短大卒168,000円～4大卒178,000円～","年2回
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112082,,園長先生候補の募集です！！,"月給250,000円~","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112083,,★☆調理師募集☆★駅チカ！！アットホームな小規模園でのご勤務です(^^),時給1000円以上~,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112084,,園児数15名♪集中して働いてたくさんお休みが欲しい方にピッタリの正社員求人です！！,"180,000～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112085,,小規模園で乳児の保育補助！派遣のお仕事です♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,産前産後休暇,慶弔休暇"
112086,,【人気の小規模園☆★】安心の好待遇！嬉しい土日祝休み?,"月給160,000円以上～","年2回4ヶ月
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112087,,フルタイムパート募集中！！未経験者歓迎☆★残業なしの保育園です♪,時給1000円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112088,,正社員の募集です☆★明るくて元気な先生をお待ちしています♪,"180,000円～","あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112089,,☆★保育園でのフルタイムの派遣さん募集中！★☆,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112090,,アットホームな保育園で、パートの募集です！！,900円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112091,,アットホームな保育園で、短時間勤務パートの募集です！！,900円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112092,,都島駅からすぐ近くの保育園でパートの先生を募集しています☆園児数100名以下のアットホームな保育園ですよ♪,1000円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112093,,都島駅からすぐ近くの保育園で正職員の先生を募集しています☆園児数100名以下のアットホームな保育園ですよ♪,"180,000円～","
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112094,,小規模保育園♪嬉しい早番なし！更に通勤ラクラクの駅チカ求人(^^),"約180,000円以上～","3～4ヶ月分
昇給,交通費支給,家賃補助あり,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112095,,JR環状線福島駅から徒歩10分♪小規模でアットホームな保育園ですよ★☆,"180,000円～","4.0ヶ月
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112096,,福島駅から徒歩10分♪小規模でアットホームな保育園ですよ☆,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112097,,福島駅から徒歩10分♪小規模でアットホームな保育園ですよ☆,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112098,,【★駅チカ★】土曜出勤の場合、平日に振り替え休日アリです！！,経験により優遇,"
昇給,年末年始休暇,産前産後休暇,慶弔休暇"
112099,,★即日～8月29日まで★9:00～16:00まで★保育園での補助業務です★,850円～,
112100,,★駅チカ徒歩6分★100名以下の小規模園です♪♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112101,,駅から徒歩6分♪100名以下の小さめの園でパートとして働きませんか♪♪,時給850円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112102,,【来年度求人・新園OPEN♪】賞与4ヶ月の高待遇！！新しい園で働きませんか？,170，000～,"
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112103,,【来年度求人・新園OPEN♪】新しい園で働きませんか？,"時給1,000円～","
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112104,,【来年度求人・新園OPEN♪】人気のオープニング求人です★☆,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112105,,"★☆アットホームな保育園☆★ 正社員さん大募集(*^^*)！年齢、経験問いません☆","180,000円～","
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112106,,"★☆アットホームな保育園☆★ ！年齢、経験問いません☆保育園でのパートのお仕事です",時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112107,,ブランク・経験・年齢一切不問です♪アットホームな園で働いてみませんか？★☆,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112108,,派遣スタッフ募集中！！年齢・ブランク一切不問♪残業もなしです(^^),"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112109,,"★☆アットホームな保育園☆★ 正社員さん大募集(*^^*)！年齢、経験問いません☆","180,000円～","あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112110,,"★☆アットホームな保育園☆★ 派遣でのお仕事です(*^^*)！年齢、経験問いません☆","時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112111,,★☆保育士募集☆★経験者歓迎！保育補助のお仕事です?,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112112,,しっかり働きたい方募集中！ブランク・経験・年齢一切不問です♪,"180,000円～","あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112113,,しっかり働きたい方募集中！ブランク・経験・年齢一切不問です♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112114,,★☆保育士募集☆★経験者歓迎！保育補助のお仕事です?,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112115,,☆パート募集☆　週2~3日程度、ちょこっと働きたい人におススメです♪,時給900円～,"
昇給,年末年始休暇,夏季休暇,慶弔休暇"
112116,,週休2日☆経験年齢不問☆の正社員の保育のお仕事です☆,180，000円～,"あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112117,,!!急募!!　☆★保育園でのフルタイムの派遣さん募集中！★☆,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112118,,嬉しい土日祝休み！年齢・経験不問！！☆★保育士さんのパートのお仕事です☆★,時給900円～,"
昇給,年末年始休暇,夏季休暇,慶弔休暇"
112119,,朝はゆっくりしたい。。そんな貴方にこの求人♪,時給850円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112120,,年齢・経験不問！残業ナシ！未経験の方歓迎です♪,月給18万円以上～,"4ヶ月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112121,,小規模でアットホームな保育園♪しかも高給与！！,月給18万円以上～,"あり
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112122,,しっかり働きたい方募集中！ブランク・経験・年齢一切不問です♪,"180,000円～","あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112123,,★☆保育士募集☆★経験者歓迎！保育補助のお仕事です?,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112124,,"★☆アットホームな保育園☆★ 派遣でのお仕事です(*^^*)！年齢、経験問いません☆","時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112125,,派遣さん募集！★☆　土日祝休み♪無理なくはたらきませんか？,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112126,,駅から近い便利な職場です（＾＾）,"1,000円～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112127,,【駅チカ徒歩5分！】パートさん募集！★☆　土日祝休みでプライベートも充実♪,時給900円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112128,,注目！！正社員での募集です♪嬉しい残業代支給！！好条件の人気求人です☆,"月給180,000円以上~","年2回2ヶ月分
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112129,,【正社員募集】経験不問◎お気軽にお問い合わせください♪,月給17万2900円～,"4.25ヶ月分
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112130,,小規模な幼稚園の求人！！高給料♪♪昔ながらのアットホームな幼稚園です(^^),"月給183,000円以上～","4.5ヶ月分
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112131,,民営化した保育園求人です！！有給取得率高めのアットホームな保育園です♪,"月給185,760円以上～","賞与4ヶ月
賞与,昇給,交通費支給,家賃補助あり,年末年始休暇,慶弔休暇"
112132,,天王寺駅から徒歩8分！！好立地な保育園で担任のお仕事です☆,時給1000円～,"
賞与,昇給,交通費支給,年末年始休暇"
112133,,年齢不問★☆勤務日数・時間も選べる保育園です☆★,900円～（経験者優遇）,"
昇給,交通費支給,年末年始休暇"
112134,,☆正社員募集☆　幼稚園教諭のお仕事です！,月給19万円以上～,"3ヶ月
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112135,,嬉しいお昼までの勤務！認定子ども園さんで派遣のお仕事です♪,1000円,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112136,,☆★駅チカ☆★固定時間勤務！！預かり保育のお仕事です♪,時給1000円以上~,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112137,,通勤ラクラク♪人気の駅近求人です☆幼稚園での正社員の募集です！,月給19万円以上~,"あり
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112138,,短時間パート☆★去年OPENの保育園求人です♪新しい職場で働きませんか？,時給1000円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112139,,去年OPENの保育園求人です♪新しい職場で働きませんか？人気の小規模園です(^^),時給1000円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112140,,フルタイムパートなので、しっかり働くことができます♪年齢・経験特に問いません！保育が好きな方、お待ちしております♪♪,時給1100円以上～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112141,,"扶養内勤務が可能なので、プライベートも充実することができます♪年齢・経験特に問いません！保育が好きな方、お待ちしております♪♪",時給1100円以上～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112142,,穏やかな雰囲気の幼稚園、働きやすい環境です♪正職員の先生を募集しています☆年齢・経験は特に問いません♪,"190,000円","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112143,,穏やかな雰囲気の幼稚園、働きやすい環境です♪フルタイムパートの先生を募集しています☆年齢・経験は特に問いません♪,時給1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112144,,穏やかな雰囲気の幼稚園、働きやすい環境です♪短時間パートの先生を募集しています☆年齢・経験は特に問いません♪,時給1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112145,,【朝・夕の短時間】扶養内で働きたい方にもオススメ☆保育補助のお仕事です★,時給1000円,"
昇給,交通費支給,年末年始休暇"
112146,,正社員での保育士の募集です！さらに駅からなんと徒歩５分！♪♪,月給19万円以上～,"年1回2ヶ月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇"
112147,,夕方だけの保育補助★長時間勤務も、まずはご相談下さい♪,"時給1,000円","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112148,,院内保育の求人です♪経験・年齢一切不問！！,お問い合わせください,"賞与4ヶ月
賞与,昇給,交通費支給,家賃補助あり,年末年始休暇,慶弔休暇"
112149,,"院内保育の求人です♪お時間相談可能！！日勤のみのご勤務です☆ミ",お問い合わせください,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112150,,駅チカ徒歩6分☆短時間で働ける【賞与あり】のパートのお仕事です♪,時給950円～,"お気軽にお問い合わせ下さい
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112151,,★園児19名★【駅チカ園でらくらく通勤♪】正社員のお仕事です！！,"月給170,000円～","
昇給,年末年始休暇,産前産後休暇,慶弔休暇"
112152,,のびのび保育を目指す方！園児数はなんと19名です♪駅チカで通えますよ～★,時給820円～,"
昇給,年末年始休暇,産前産後休暇,慶弔休暇"
112153,,小規模園でのびのび保育できます★駅チカも魅力の派遣のお仕事です！！,"時給1,000円","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112154,,★★賞与年3回・なんと5か月分！！★★残業なし♪♪正社員のお仕事です！！,"月給157,740円～（経験により優遇）","
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112155,,派遣で働きたい方、集まれ～！！　土日祝休めて勤務時間もプライベートと両立しやすいお時間です！,"時給1,000円","
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112156,,土日祝お休み★勤務しやすいお時間のパートのお仕事です♪,"時給1,000円～","
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112157,,通勤ラクラク☆☆☆人気の駅チカ保育園での正社員の募集です♪,"170,000円～","年2回　年間3.3ヶ月
賞与,昇給,年末年始休暇,慶弔休暇"
112158,,通勤ラクラク駅から徒歩6分☆短時間で働ける派遣のお仕事です♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112159,,アットホームな雰囲気が人気の保育園♪♪正職員の先生を募集しています(*^_^*),"178,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112160,,アットホームな雰囲気が人気の保育園♪♪パートの先生を募集しています(*^_^*),1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112161,,アットホームな雰囲気が人気の保育園♪♪パートの先生を募集しています(*^_^*),1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112162,,"駅から徒歩5分圏内です！！勤務時間は相談可能です☆☆",1000円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112163,,駅から徒歩5分！通勤ラクラクです♪正職員の先生を募集しています☆★,"190,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112164,,☆★年齢・経験不問★☆　高月給で、しかも駅チカラでクラク通勤♪,月給20万円以上～,"2ヶ月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,産前産後休暇,慶弔休暇"
112165,,経験不問♪　土日祝がお休みの保育士で正社員のお仕事です☆★,月給19万円以上～,"年2回・3ヶ月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112166,,残業少なめ☆土日休み★年齢も経験も問いません♪,月給18万円以上～,"年1回3ヶ月
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112167,,"★☆短時間勤務可能☆★経験・年齢不問！マイカー通勤も可能！！",時給850円以上～,"
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112168,,★賞与アリ★補助業務の正職員で楽しく働けます♪♪,"13,8000円～（経験により優遇）","年2回（3ヶ月）
賞与,昇給,年末年始休暇"
112169,,★☆マイカー通勤OK☆★経験・年齢不問！！正職員でのお仕事です♪,経験により優遇,"
昇給,年末年始休暇,産前産後休暇,慶弔休暇"
112170,,☆★パート募集★☆フルタイムのシフト出勤！保育園のお仕事です?,お問い合わせください,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112171,,☆★正社員募集★☆フルタイムのシフト出勤！保育園のお仕事です?,"180,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112172,,【駅から徒歩8分】パートさん急募です！！,時給850円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112173,,駅から徒歩5分圏内です！！正職員の先生を募集しています?☆,"180,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112174,,残業少なめ☆土日休み★年齢も経験も問いません♪フルタイムパートの募集です！,時給1000円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112175,,残業少なめ☆土日休み★年齢も経験も問いません♪短時間パートの募集です！,時給1000円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112176,,駅から徒歩5分！通勤ラクラクです♪フルタイムパートの先生を募集しています☆★,時給1200円～,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112177,,駅から徒歩5分！通勤ラクラクです♪パートの先生を募集しています☆★,時給1100円～,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112178,,☆★パート募集★☆短時間・扶養内OK！保育園のお仕事です?,時給900円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112179,,園児数40名の小規模園です☆,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112180,,残業なし！土日祝休みの園様です☆,時給1000円,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112181,,駅チカ！住居手当あり！福利厚生充実！保育園で正社員のお仕事です☆,176220円～,"年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112182,,年齢不問！！短時間勤務OK！！元気で明るい方を募集しています☆,お問い合わせください,"
昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112183,,4月にオープンしたばかりの会員制保育園でのお仕事です♪,"1,000円以上～","
昇給,年末年始休暇,産前産後休暇"
112184,,4月にオープンしたばかりの会員制保育園でのお仕事です♪,"1,000円～","
昇給,交通費支給,年末年始休暇,産前産後休暇"
112185,,歴史ある幼稚園で、正職員の先生を募集中です！☆★,"180,000円～","4ケ月分
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112186,,貴重な住宅手当付き♪駅チカで通勤もラクラクな保育園求人です(^^),"月給176,220円以上～","年2回
賞与,昇給,交通費支給,家賃補助あり,年末年始休暇,産前産後休暇,慶弔休暇"
112187,,★☆アットホームな保育園☆！年齢、経験問いません☆保育園での派遣のお仕事です♪,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112188,,未経験者もブランクある方も大歓迎♪,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112189,,歴史ある幼稚園で、パート・預かり保育の先生を募集中です！☆★,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112190,,園児数40名の小規模園です☆,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112191,,園児数40名の小規模園です☆短時間のパートの先生を募集しています?,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112192,,残業なし！土日祝休みのパートのお仕事です☆,時給1000円～,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112193,,残業なし！きれいな保育園で正職員のお仕事です☆,"180,000円～","年2回　４ヶ月分
賞与,昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112194,,駅から徒歩5分！アクセス良好です☆正職員の先生を募集しています?,"180,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112195,,駅から徒歩5分！残業なし！アクセス良好です☆パートの先生を募集しています?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112196,,駅から徒歩5分！残業なし！アクセス良好です☆パートの先生を募集しています?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112197,,大規模園！保育士の正職員のお仕事です♪,"196,000円","年3回　3.6ヶ月分
賞与,昇給,年末年始休暇"
112198,,高待遇!!賞与5ヶ月の正職員のお仕事です♪,"170,000円（経験者優遇）","年3回　5.5か月
賞与,昇給,交通費支給,駐車場あり,年末年始休暇"
112199,,駅から徒歩５分☆土日祝休みでプライベートの時間も確保できる保育園です！,1000円～,"
昇給,交通費支給,年末年始休暇"
112200,,☆年齢・経験不問☆　高給与の幼稚園教諭のお仕事です(＾＾),月給19万円以上～,"あり
賞与,昇給,交通費支給,駐車場あり,年末年始休暇,慶弔休暇"
112201,,1日3時間～☆★人気の小規模園で気軽にお小遣い稼ぎ♪♪,時給850円以上～,"
昇給,年末年始休暇,慶弔休暇"
112202,,☆！！保育士のパートさん募集中！！☆,お問い合わせください,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112203,,派遣スタッフ募集！！年齢一切不問★☆ブランクありでもOK(^^),時給1000円以上～,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112204,,"★☆急募☆★マイカー通勤通勤可能！週5日勤務！派遣のお仕事です?","時給1,000円以上~","
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112205,,"固定時間勤務が可能！！残業なし☆★経験・年齢・ブランク一切不問♪",時給950円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112206,,"固定時間勤務が可能☆★ご希望で短時間勤務も可能！！残業なしです♪",時給850円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112207,,今年度末までの期間限定求人！！土日祝おやすみ☆★年齢・経験・ブランク一切不問♪,時給1000円以上~,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112208,,"派遣スタッフ募集中♪固定時間勤務が可能☆★ご希望で短時間勤務も可能！！",時給1000円以上~,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112209,,週休2日☆経験年齢不問☆の正社員の保育のお仕事です☆,"180,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112210,,未経験者もブランクある方も大歓迎♪,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112211,,アットホームな幼稚園で正職員の先生を募集しています！☆★,"187,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112212,,アットホームな幼稚園です♪パートの先生を募集しています！☆★,1000円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112213,,温かい雰囲気の幼稚園で正職員の先生を募集しています♪,"190,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112214,,温かい雰囲気の幼稚園です☆フルタイムパートの先生を募集しています♪,1000円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
